text,quadruples
Nice view in the jungle!The hotel is so authentic and art!,"[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'Nice', 'category': 'ROOM#VIEW'}, {'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'authentic', 'category': 'HOTEL#GENERAL'}]"
"The pool was not so clean,the location is far away from everything!Very bad wi-fi","[{'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'not so clean', 'category': 'FACILITY#POOL'}, {'aspect': 'location', 'polarity': 'NEG', 'opinion': 'far away from everything', 'category': 'LOCATION#GENERAL'}]"
"clean, tidy and a beautiful place to stay","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#CLEANLINESS'}]"
"beautiful location, splendid art gallery and attentive staff","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'art gallery', 'polarity': 'POS', 'opinion': 'spacious', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'attentive', 'category': 'SERVICE#GENERAL'}]"
"mediocre choice  of food, due to very few guests.breakfast however is good","[{'aspect': 'food', 'polarity': 'NEG', 'opinion': 'mediocre choice', 'category': 'FOOD#CHOICE'}, {'aspect': 'guests', 'polarity': 'NEG', 'opinion': 'very few', 'category': 'SERVICE#GENERAL'}]"
I liked the place for a couple days but it was too far out n nothing much to do,"[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'liked', 'category': 'HOTEL#GENERAL'}]"
"The place was far too quiet , nothing to do after 5pm","[{'aspect': 'place', 'polarity': 'NEG', 'opinion': 'quiet', 'category': 'EXPERIENCE,AMBIENCE'}]"
Restaurante prices very expensive,"[{'aspect': 'Restaurante prices', 'polarity': 'NEG', 'opinion': 'expensive', 'category': 'HOTEL#PRICE'}]"
"perfect place perfect staff , helpful , amazing views","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'perfect', 'category': 'HOTEL#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'perfect', 'category': 'SERVICE#GENERAL'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'ROOM#VIEW'}]"
bed sheets and covers cleanliness,"[{'aspect': 'bed sheets', 'polarity': 'POS', 'opinion': 'cleanliness', 'category': 'ROOM#BED'}, {'aspect': 'covers cleanliness', 'polarity': 'POS', 'opinion': 'cleanliness', 'category': 'ROOM#CLEANLINESS'}]"
the terrace in my villa was spacious,"[{'aspect': 'terrace', 'polarity': 'POS', 'opinion': 'spacious', 'category': 'ROOM#SPACE'}]"
"pillows, bathroom accessories","[{'aspect': 'pillows', 'polarity': 'POS', 'opinion': 'pillows', 'category': 'ROOM#BED'}, {'aspect': 'bathroom accessories', 'polarity': 'POS', 'opinion': 'pillows', 'category': 'ROOM#BATHROOM'}]"
"Pools are useless, they are so dirty that even animals don’t drink from them. Rooms are dirty, smells very bad. Their facilities like bar prices are soo high and the places again are dirty and very weird. The gym is … 2x2 square meters with 2 dumbbells with rust.
Surprise there is no welcome drink.. every other place has.
No idea how this hotel has 5 stars, it should have max 2.","[{'aspect': 'Pools', 'polarity': 'NEG', 'opinion': 'useless', 'category': 'FACILITY#POOL'}, {'aspect': 'Rooms', 'polarity': 'NEG', 'opinion': 'dirty', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'facilities', 'polarity': 'NEG', 'opinion': 'high', 'category': 'FACILITY#GENERAL'}, {'aspect': 'bar prices', 'polarity': 'NEG', 'opinion': 'high', 'category': 'HOTEL#PRICE'}, {'aspect': 'places', 'polarity': 'NEG', 'opinion': 'dirty', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'gym', 'polarity': 'NEG', 'opinion': '2x2 square meters with 2 dumbbells with rust', 'category': 'FACILITY#GENERAL'}]"
Lovely staff and beautiful in nature and waterfall location - the art was lovely  and nice size room,"[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'Lovely', 'category': 'SERVICE#GENERAL'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'art', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'LOCATION#GENERAL'}, {'aspect': 'room', 'polarity': 'POS', 'opinion': 'nice size', 'category': 'ROOM#SPACE'}]"
Wifi kept cutting off upstairs,"[{'aspect': 'Wifi', 'polarity': 'NEG', 'opinion': 'cutting off', 'category': 'FACILITY#WIFI'}]"
Staff was kind and helpful,"[{'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'kind', 'category': 'SERVICE#GENERAL'}]"
The Hotel is really far away. Only cold water in the shower. Maybe this place has been 5 star hotel 20 years ago but not anymore.,"[{'aspect': 'Hotel', 'polarity': 'NEG', 'opinion': 'far away', 'category': 'HOTEL#GENERAL'}]"
Those who like the Art Resort concept may like this property.  Enough Parking Space.,"[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'like', 'category': 'HOTEL#GENERAL'}]"
"Main door has peep holes, worn out towels, limited breakfast, Keys are not working. AC not cooling enough because of large room and split AC.","[{'aspect': 'Main door', 'polarity': 'NEG', 'opinion': 'peep holes', 'category': 'ROOM#MAINTAIN'}, {'aspect': 'towels', 'polarity': 'NEG', 'opinion': 'worn out', 'category': 'ROOM#BATHROOM'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'FOOD#CHOICE'}, {'aspect': 'AC', 'polarity': 'NEG', 'opinion': 'not cooling', 'category': 'ROOM#AIRCON'}]"
"The accommodation did not meet our expectations.  The hotel was marketed to me as a 5-star hotel, but in reality the accommodation was more like a hostel.  Private villas are certainly better than just a room, but still. We didn't get warm water from the shower on two nights. The host offered free water bottles, but each time they were pre-opened bottles. The air conditioning was not working properly, room was too hot to sleep. We were always required to leave the room key at the reception if we left the hotel (this is a nice idea, but the keys were available to anyone in the open space.) We decided to go somewhere else to spend our vacation. Although we informed the Tanah Merah host about all the problems but they saw no problem at all and did not refund anything for the remaining nights.. In summary, I could say that the place had a lot of flaws to be 5-star level and basic things have not been fixed, for example lighting and broken tiles in the swimming pool etc.","[{'aspect': 'place', 'polarity': 'NEG', 'opinion': 'fails', 'category': 'HOTEL#GENERAL'}, {'aspect': 'lighting', 'polarity': 'NEG', 'opinion': 'broken', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'tiles', 'polarity': 'NEG', 'opinion': 'broken', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'swimming pool', 'polarity': 'NEG', 'opinion': 'broken', 'category': 'FACILITY#POOL'}]"
Breakfast was set menu. Could have been better if it is Buffet,"[{'aspect': 'Breakfast', 'polarity': 'NEG', 'opinion': 'set menu', 'category': 'FOOD#CHOICE'}]"
the staff were laovely and the view was stunning,"[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'laovely', 'category': 'SERVICE#GENERAL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'stunning', 'category': 'ROOM#VIEW'}]"
"The rooms were not 5 star, not even close, very old and run down and unclean, the rooms smelt","[{'aspect': 'rooms', 'polarity': 'NEG', 'opinion': 'not 5 star', 'category': 'ROOM#GENERAL'}]"
"Amazing views from the villa, inside was beautifully architectural, food was fantastic and the staff were so helpful and friendly during our stay","[{'aspect': 'views', 'polarity': 'POS', 'opinion': 'Amazing', 'category': 'LOCATION#VIEW'}, {'aspect': 'food', 'polarity': 'POS', 'opinion': 'fantastic', 'category': 'FOOD#TASTE'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}]"
Nothing everything was amazing,"[{'aspect': 'everything', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'HOTEL#GENERAL'}]"
"Like the name suggests, the place as indeed very artsy. there was a huge gallery that also served as a restaurant that had just opened, very beautiful. 
Our room itself was so aesthetically pleasing, ,so warm & vibrant. our pool was on the edge, overlooking the forest. absolutely beautiful. 
Staffs were extremely engaging & helpful.","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'artsy', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'room', 'polarity': 'POS', 'opinion': 'esthetically pleasing', 'category': 'ROOM#GENERAL'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'on the edge', 'category': 'FACILITY#POOL'}, {'aspect': 'Staffs', 'polarity': 'POS', 'opinion': 'engaged', 'category': 'SERVICE#GENERAL'}]"
"Everything was great, food was on point every time 👍","[{'aspect': 'Everything', 'polarity': 'POS', 'opinion': 'great', 'category': 'HOTEL#GENERAL'}, {'aspect': 'food', 'polarity': 'POS', 'opinion': 'on point', 'category': 'FOOD#TASTE'}]"
A beautiful peaceful place with the friendliest and most accommodating staff,"[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'peaceful', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendliest', 'category': 'SERVICE#GENERAL'}]"
Hot water took long to come out of the taps,"[{'aspect': 'Hot water', 'polarity': 'NEG', 'opinion': 'long', 'category': 'ROOM#BATHROOM'}]"
The swimming pools and the staff,"[{'aspect': 'swimming pools', 'polarity': 'POS', 'opinion': 'staff', 'category': 'FACILITY#POOL'}]"
"This is certainly not a 5-star hotel but more akin to a 1-star, the bathroom smelled bad, too noisy (we were all in neighboring rooms), poorly maintained with aging decoration in the room.","[{'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': 'smelled bad', 'category': 'ROOM#BATHROOM'}, {'aspect': 'maintained', 'polarity': 'NEG', 'opinion': 'poorly', 'category': 'ROOM#MAINTAIN'}]"
The best thing is the view. The tropical forest and roaring of river in the canyon are great.,"[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'best', 'category': 'ROOM#VIEW'}]"
"The villa was not in the best condition: some lights were not working, plugs and switchers were situated in not very convenient places. It was quite dark in the room.","[{'aspect': 'villa', 'polarity': 'NEG', 'opinion': 'not in the best condition', 'category': 'ROOM#GENERAL'}, {'aspect': 'lights', 'polarity': 'NEG', 'opinion': 'not working', 'category': 'ROOM#GENERAL'}, {'aspect': 'plugs', 'polarity': 'NEG', 'opinion': 'not working', 'category': 'ROOM#GENERAL'}, {'aspect': 'switchers', 'polarity': 'NEG', 'opinion': 'not very convenient places', 'category': 'ROOM#GENERAL'}]"
The traditional Balinese architecture,"[{'aspect': 'traditional Balinese architecture', 'polarity': 'POS', 'opinion': 'traditional', 'category': 'EXPERIENCE,AMBIENCE'}]"
A little bit run down,"[{'aspect': 'run down', 'polarity': 'NEG', 'opinion': 'little bit', 'category': 'HOTEL#GENERAL'}]"
"The gardens were stunning and the staff were incredibly personable, accommodating and friendly. The air conditioning unit suffered a malfunction whilst I was there which can't be helped but the response time in getting it fixed was extraordinary having taken it down whilst I was out and repaired it in a matter of hours. This is testament to the efforts of the people there to make this place a great stay. Thank you SO much to the staff at the resort, they really made the experience for me.","[{'aspect': 'gardens', 'polarity': 'POS', 'opinion': 'stunning', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'personable', 'category': 'SERVICE#GENERAL'}, {'aspect': 'air conditioning unit', 'polarity': 'NEG', 'opinion': 'mishapen', 'category': 'ROOM#AIRCON'}, {'aspect': 'repair time', 'polarity': 'POS', 'opinion': 'extraordinary', 'category': 'SERVICE#GENERAL'}]"
There were very few plug sockets in my room which caused an issue and one of the extension sockets actually sparks if moved which was slightly alarming but caused me no further issues once placed carefully. Would be nice to have lights in the pools too so they can be better used at night!,"[{'aspect': 'plug sockets', 'polarity': 'NEG', 'opinion': 'needs', 'category': 'ROOM#AMENITIES'}, {'aspect': 'extension sockets', 'polarity': 'NEG', 'opinion': 'scratches', 'category': 'ROOM#AMENITIES'}]"
"Unique and pleasant location , quiet and sound of the river is soothing , all staff are friendly and helpful","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'pleasant', 'category': 'LOCATION#GENERAL'}, {'aspect': 'sound of the river', 'polarity': 'POS', 'opinion': 'soothing', 'category': 'LOCATION#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}]"
"Excellent location, beautiful ambience , freindly and helpful hotel team, do their best to keep you comfortable and happy.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Excellent', 'category': 'LOCATION#GENERAL'}, {'aspect': 'ambience', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'hotel team', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}]"
"No lift to go to room, poor wifi,  found live cockroach in bedsheets on 1st night , day after next again insect bite in bed with blood from the bite on the sheets couldn't find the insect but from the two point bite could be a spider , ruled out snake. Check under your sheets before sleeping, it's in a forest area.","[{'aspect': 'wifi', 'polarity': 'NEG', 'opinion': 'poor', 'category': 'FACILITY#WIFI'}, {'aspect': 'bedsheets', 'polarity': 'NEG', 'opinion': 'live cockroach', 'category': 'ROOM#BED'}]"
"Great location just outside the madness that is Ubud but within easy access.  Comfortable and clean rooms, lovely staff and a beautiful bonus waterfall. Food in the sky bar was really nice.  Lots of interesting art to see. A choice of pool was unexpected.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Great', 'category': 'LOCATION#GENERAL'}, {'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'Comfortable', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'clean', 'category': 'SERVICE#GENERAL'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'FACILITY#POOL'}]"
"Location was beautiful, as were the facilities. Staff were amazing, they even gave us a complimentary room upgrade, to an amazing big room with a gorgeous view and private pool!","[{'aspect': 'Location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'facilities', 'polarity': 'POS', 'opinion': 'facilities', 'category': 'FACILITY#GENERAL'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'SERVICE#GENERAL'}]"
Will return for longer stay next time,"[{'aspect': 'stay', 'polarity': 'POS', 'opinion': 'longer', 'category': 'EXPERIENCE,AMBIENCE'}]"
"The one great thing about the property? The view of the jungle, which you can get from other neighbouring properties.","[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'great', 'category': 'ROOM#VIEW'}]"
"I agree with other reviewers that said the great reviews must have been bought...
A 4D3N stay means 96 hours on the property, yet Manager Nurah was insistent that the in-house museum & gallery would not have sufficient interest for a tour. The statement was made mid stay. When I mentioned I would gather sufficient interest, Nurah made things extraordinarily difficult by restricting the timing for all 5 parties to only a 1000-1200hr period on 1 particular day.
Lots of politics within the hotel, many other issues with Nurah & Ketut with the same bullying stance. Do you wanna deal with politics during a vacation?
Plenty of loose tiles, dangerous for anyone walking around barefoot. Filthy bed causing itches nightly. Remaining amenities are usable, but not passable.","[{'aspect': 'reviews', 'polarity': 'POS', 'opinion': 'great', 'category': 'SERVICE#GENERAL'}, {'aspect': 'in-house museum & gallery', 'polarity': 'NEG', 'opinion': 'not have sufficient interest', 'category': 'SERVICE#GENERAL'}, {'aspect': 'remaining amenities', 'polarity': 'POS', 'opinion': 'usable', 'category': 'SERVICE#GENERAL'}]"
"I absolutely love this hotel. I’ve travelled to 45 countries and stayed in loads of hotels. This is my favourite place in the world. I’ve been twice this year and I’ll definitely be back. It’s peaceful, beautiful and has a magical atmosphere. It’s a perfect place to just chill. But equally there are plenty of things to do in the area if you want to get out and about.","[{'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'love', 'category': 'HOTEL#GENERAL'}, {'aspect': 'atmosphere', 'polarity': 'POS', 'opinion': 'magical', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'perfect', 'category': 'HOTEL#GENERAL'}]"
A shuttle into town and back would be good. I read in reviews on Tripadvisor that they did this. But when I asked them they didn’t know what I was talking about. ,"[{'aspect': 'shuttle', 'polarity': 'POS', 'opinion': 'good', 'category': 'SERVICE#GENERAL'}]"
It’s easy and cheap to get a taxi into the centre of Ubud but I found it hard to find a taxi to get back I only found one taxi rank where they totally overcharged me.,"[{'aspect': 'taxi', 'polarity': 'POS', 'opinion': 'cheap', 'category': 'SERVICE#GENERAL'}]"
Authentic Ubud resort experience. Beautiful sun rises and sunsets viewed from hotel. Staff so helpful and accommodating.,"[{'aspect': 'sun rises', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'sun sunsets', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}]"
it’s uniqueness and art and artefacts as well as all the amenities such as the restaurant and landscaping,"[{'aspect': 'it', 'polarity': 'POS', 'opinion': 'uniqueness', 'category': 'HOTEL#GENERAL'}, {'aspect': 'amenities', 'polarity': 'POS', 'opinion': 'uniqueness', 'category': 'FACILITY#GENERAL'}, {'aspect': 'restaurant', 'polarity': 'POS', 'opinion': 'uniqueness', 'category': 'FOOD#GENERAL'}, {'aspect': 'landscape', 'polarity': 'POS', 'opinion': 'uniqueness', 'category': 'LOCATION#GENERAL'}]"
"I enjoyed the little cottage I stayed in (the porch was great for relaxing) and spent time at one of the two pools while watching the sunset. The location of the dining room and pool, in relation to my accommodation, was convenient and easy.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'convenient', 'category': 'LOCATION#GENERAL'}]"
"There was a lot of noise in the morning as the staff was gathering for the day. Due to the style of the little cottage I was in, noise carried very easily. Loud talking/laughing, and moving of gardening equipment were easily heard at 7:00 a.m. The light near the bed did not work and there was only one outlet for charging my electronics. The art museum attached to the resort was a huge draw for me, yet I found out it was only open once a month and for large groups, so it was not possible for me to see it. The rooftop was not finished and was under construction. There was not a lot of information within the room about the resort, which left me with little options other than to go back down to Ubud.","[{'aspect': 'staff', 'polarity': 'NEG', 'opinion': 'noise', 'category': 'SERVICE#GENERAL'}, {'aspect': 'rooftop', 'polarity': 'NEG', 'opinion': 'not finished', 'category': 'EXPERIENCE,AMBIENCE'}]"
everything was good,"[{'aspect': 'everything', 'polarity': 'POS', 'opinion': 'good', 'category': 'HOTEL#GENERAL'}]"
Amazing location with beautiful views from the pool,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Amazing', 'category': 'LOCATION#GENERAL'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}]"
"Unhygienic place, bathroom smelled terrible. Seemed like never cleaned/maintained for months.","[{'aspect': 'place', 'polarity': 'NEG', 'opinion': 'Unhygienic', 'category': 'HOTEL#GENERAL'}, {'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': 'smelled', 'category': 'ROOM#BATHROOM'}]"
Visually stunning! Everywhere you look there was something interesting and artistic to look at. We loved the waterfall that you could walk down to. The food at the restaurant was amazing and we were impressed by the friendly and super helpful service of the staff. There are TWO gorgeous pools with incredible views of the rainforest.,"[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'incredible', 'category': 'LOCATION#VIEW'}, {'aspect': 'food', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'FOOD#TASTE'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#GENERAL'}]"
"It was a good resort with Infinity Pool and view. Rooms and bathroom were clean and big in size. So overall, worth the money.","[{'aspect': 'resort', 'polarity': 'POS', 'opinion': 'good', 'category': 'HOTEL#GENERAL'}, {'aspect': 'Infinity Pool', 'polarity': 'POS', 'opinion': 'good', 'category': 'FACILITY#POOL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'good', 'category': 'LOCATION#VIEW'}, {'aspect': 'Rooms', 'polarity': 'POS', 'opinion': 'clean', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'bathroom', 'polarity': 'POS', 'opinion': 'big in size', 'category': 'ROOM#BATHROOM'}]"
Breakfast options were less.,"[{'aspect': 'Breakfast options', 'polarity': 'NEG', 'opinion': 'less', 'category': 'FOOD#CHOICE'}]"
"Everything !!! The team and Management was Amaysing Funny and friendly with lot of advises..the propriety was beautiful with  a great pool !! What a feeling !!! Really enjoy the Arts around with Really good service and restauration/breakfast…also the property is close to ubud center, we will definitely go back…🙏👍","[{'aspect': 'team', 'polarity': 'POS', 'opinion': 'Amaysing', 'category': 'SERVICE#GENERAL'}, {'aspect': 'Management', 'polarity': 'POS', 'opinion': 'Fun', 'category': 'SERVICE#GENERAL'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'great', 'category': 'FACILITY#POOL'}, {'aspect': 'feeling', 'polarity': 'POS', 'opinion': 'good', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'good', 'category': 'SERVICE#GENERAL'}, {'aspect': 'reception', 'polarity': 'POS', 'opinion': 'good', 'category': 'SERVICE#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'good', 'category': 'FOOD#GENERAL'}]"
"Please don’t go to the waterfall with your tongues !! Very sleepy !!!""","[{'aspect': 'waterfall', 'polarity': 'NEG', 'opinion': 'don’t go', 'category': 'LOCATION#VIEW'}]"
I enjoyed the authentic experience of the Timor Cottage altho it might not be everyone’s preference as the steps to the bathroom needed to be negotiated attentively. Loved the carvings in the doors and wardrobes. Would stay there again if I could be sure to view art collection. Also would have liked more time to do the walk to the river and waterfall. Staff were so very helpful when I needed to access medical clinic and I am deeply grateful.,"[{'aspect': 'Timor Cottage', 'polarity': 'POS', 'opinion': 'enjoyed', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'steps to the bathroom', 'polarity': 'NEG', 'opinion': 'needed to be negotiated attentively', 'category': 'ROOM#BATHROOM'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}]"
Access to view art collection was not possible on this visit,"[{'aspect': 'view art collection', 'polarity': 'NEG', 'opinion': 'not possible', 'category': 'LOCATION#VIEW'}]"
"Nature and fresh air, clean very spacious room , good for meditation","[{'aspect': 'room', 'polarity': 'POS', 'opinion': 'spacious', 'category': 'ROOM#SPACE'}, {'aspect': 'meditation', 'polarity': 'POS', 'opinion': 'good', 'category': 'EXPERIENCE,AMBIENCE'}]"
Far from food stall,"[{'aspect': 'food stall', 'polarity': 'NEG', 'opinion': 'Far', 'category': 'LOCATION#NEARBY_AMENITIES'}]"
"Timor cottage was absolutely beautiful and very comfortable. AC worked well, bathroom was great and clean. Staff were very friendly and helpful, we used the laundry service and it was very quick and good service. Swimming pool was great and we hiked to the waterfall one morning. The area was up a bit of a hill but taxi drivers didn’t mind picking up from there. The surrounding village and rice paddies were stunning.","[{'aspect': 'AC', 'polarity': 'POS', 'opinion': 'worked well', 'category': 'ROOM#AIRCON'}, {'aspect': 'bathroom', 'polarity': 'POS', 'opinion': 'great', 'category': 'ROOM#BATHROOM'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'clean', 'category': 'SERVICE#GENERAL'}, {'aspect': 'Swimming pool', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'FACILITY#POOL'}, {'aspect': 'Swimming pool', 'polarity': 'POS', 'opinion': 'great', 'category': 'FACILITY#POOL'}, {'aspect': 'area', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#GENERAL'}]"
The entire property was very quiet during our stay (this could have been seasonal) with not many other guests. The same went for the on site restaurants. The sky bar closed at 9pm which was a shame! The spa was open by appointment for massages - this was a little unclear.,"[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'quiet', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'sky bar', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'spa', 'polarity': 'NEG', 'opinion': 'open by appointment', 'category': 'FACILITY#GENERAL'}]"
I liked the garden and the property was clean. The view was also nice. I can recommend this to someone else to stay here :),"[{'aspect': 'garden', 'polarity': 'POS', 'opinion': 'liked', 'category': 'LOCATION#GENERAL'}, {'aspect': 'property', 'polarity': 'POS', 'opinion': 'clean', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'nice', 'category': 'LOCATION#VIEW'}]"
It’s depends. If you are a family the location not the best because too far from everything by walking. Otherwise you should rent a car or a driver. If you are a couple definitely need a motorcycle which is normal.,"[{'aspect': 'location', 'polarity': 'NEG', 'opinion': 'not the best', 'category': 'LOCATION#GENERAL'}]"
"The rooms, the whole property, the staf","[{'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'partly', 'category': 'ROOM#GENERAL'}, {'aspect': 'staf', 'polarity': 'POS', 'opinion': 'partly', 'category': 'SERVICE#GENERAL'}]"
Bit far from town,"[{'aspect': 'town', 'polarity': 'NEG', 'opinion': 'Bit far', 'category': 'LOCATION#GENERAL'}]"
The location and property is very beautiful.,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'property', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#GENERAL'}]"
"We were not notified prior to arrival that several facilities (main restaurant, cafe, bar were closed for either renovation or no reason at all. Disappointing as I think it would be an amazing place to stay with everything operational.","[{'aspect': 'facilities', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FACILITY#MAINTAIN'}, {'aspect': 'main restaurant', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FOOD#GENERAL'}, {'aspect': 'bar', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FACILITY#GENERAL'}]"
"I thoroughly enjoyed the tranquility of the area which greatly contributed to a relaxing experience. It felt like Boeing in m middel of the forrest. The pool was lovely, and the cabin impressed me with its spacious layout, including its own private location nesr the pool. The overall appearance of the hotel was also very appealing. Additionally, the surroundings of the hotel were quite pleasant.","[{'aspect': 'area', 'polarity': 'POS', 'opinion': 'tranquility', 'category': 'EXPERIENCE,AMBIENCE'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'FACILITY#POOL'}, {'aspect': 'cable', 'polarity': 'POS', 'opinion': 'spacious', 'category': 'FACILITY#GENERAL'}, {'aspect': 'look', 'polarity': 'POS', 'opinion': 'pleasant', 'category': 'EXPERIENCE,AMBIENCE'}]"
"I found the restaurant's food and beverage pricing to be quite high. Given the quality and service, it might be worthwhile to reassess your pricing strategy. The breakfast was adequate at first, but I noticed a lack of variety over several days. Adding more options could greatly improve the morning experience for guests. Although there were many mosquitoes in the cabin, the staff did provide covers and mosquito coils, which helped. However, making the cabins less open could further prevent mosquitoes from entering so easily. Regarding the location, although it was a bit far from the center, traveling by scooter was convenient and the route was scenic, enhancing the overall experience.","[{'aspect': 'food', 'polarity': 'NEG', 'opinion': 'high', 'category': 'FOOD#PRICE'}, {'aspect': 'beverage pricing', 'polarity': 'NEG', 'opinion': 'high', 'category': 'FOOD#PRICE'}, {'aspect': 'location', 'polarity': 'NEG', 'opinion': 'stunning', 'category': 'LOCATION#GENERAL'}]"
Clean and calm  . Friendly stuff,"[{'aspect': 'stuff', 'polarity': 'POS', 'opinion': 'Friendly', 'category': 'SERVICE#GENERAL'}]"
The breakfast was not okay no many foods to choose,"[{'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'not okay', 'category': 'FOOD#GENERAL'}]"
