text,quadruples
"Excellent location, beautiful ambience , freindly and helpful hotel team, do their best to keep you comfortable and happy.","[{'aspect': 'ambience', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'hotel team', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#HOSPITALITY'}]"
"No lift to go to room, poor wifi,  found live cockroach in bedsheets on 1st night , day after next again insect bite in bed with blood from the bite on the sheets couldn't find the insect but from the two point bite could be a spider , ruled out snake. Check under your sheets before sleeping, it's in a forest area.","[{'aspect': 'wifi', 'polarity': 'NEG', 'opinion': 'poor', 'category': 'FACILITY#WIFI'}, {'aspect': 'cockroach', 'polarity': 'NEG', 'opinion': 'live', 'category': 'ROOM#EXPERIENCE'}, {'aspect': 'bedsheets', 'polarity': 'NEG', 'opinion': 'live', 'category': 'ROOM#BED'}]"
"Great location just outside the madness that is Ubud but within easy access.  Comfortable and clean rooms, lovely staff and a beautiful bonus waterfall. Food in the sky bar was really nice.  Lots of interesting art to see. A choice of pool was unexpected.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Great', 'category': 'LOCATION#GENERAL'}, {'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'Comfortable', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'clean', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'FACILITY#POOL'}]"
"Location was beautiful, as were the facilities. Staff were amazing, they even gave us a complimentary room upgrade, to an amazing big room with a gorgeous view and private pool!","[{'aspect': 'Location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'facilities', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'FACILITY#GENERAL'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'room upgrade', 'polarity': 'POS', 'opinion': 'compliance', 'category': 'ROOM#GENERAL'}, {'aspect': 'private pool', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'FACILITY#POOL'}]"
Will return for longer stay next time,"[{'aspect': 'stay', 'polarity': 'POS', 'opinion': 'longer', 'category': 'HOTEL#EXPERIENCE'}]"
"The one great thing about the property? The view of the jungle, which you can get from other neighbouring properties.","[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'great thing', 'category': 'LOCATION#VIEW'}]"
"I agree with other reviewers that said the great reviews must have been bought...
A 4D3N stay means 96 hours on the property, yet Manager Nurah was insistent that the in-house museum & gallery would not have sufficient interest for a tour. The statement was made mid stay. When I mentioned I would gather sufficient interest, Nurah made things extraordinarily difficult by restricting the timing for all 5 parties to only a 1000-1200hr period on 1 particular day.
Lots of politics within the hotel, many other issues with Nurah & Ketut with the same bullying stance. Do you wanna deal with politics during a vacation?
Plenty of loose tiles, dangerous for anyone walking around barefoot. Filthy bed causing itches nightly. Remaining amenities are usable, but not passable.","[{'aspect': 'Remaining amenities', 'polarity': 'NEU', 'opinion': 'usable', 'category': 'ROOM#AMENITIES'}, {'aspect': 'tiles', 'polarity': 'NEG', 'opinion': 'loose', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'bed', 'polarity': 'NEG', 'opinion': 'Filthy', 'category': 'ROOM#BED'}]"
"I absolutely love this hotel. I’ve travelled to 45 countries and stayed in loads of hotels. This is my favourite place in the world. I’ve been twice this year and I’ll definitely be back. It’s peaceful, beautiful and has a magical atmosphere. It’s a perfect place to just chill. But equally there are plenty of things to do in the area if you want to get out and about.","[{'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'love', 'category': 'HOTEL#GENERAL'}, {'aspect': 'atmosphere', 'polarity': 'POS', 'opinion': 'magical', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'place', 'polarity': 'POS', 'opinion': 'perfect', 'category': 'HOTEL#EXPERIENCE'}]"
A shuttle into town and back would be good. I read in reviews on Tripadvisor that they did this. But when I asked them they didn’t know what I was talking about. ,"[{'aspect': 'shuttle', 'polarity': 'NEG', 'opinion': 'good', 'category': 'SERVICE#ASSISTANCE'}]"
It’s easy and cheap to get a taxi into the centre of Ubud but I found it hard to find a taxi to get back I only found one taxi rank where they totally overcharged me.,"[{'aspect': 'taxi', 'polarity': 'POS', 'opinion': 'easy', 'category': 'SERVICE#ASSISTANCE'}]"
Authentic Ubud resort experience. Beautiful sun rises and sunsets viewed from hotel. Staff so helpful and accommodating.,"[{'aspect': 'sun rises', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'sun sunsets', 'polarity': 'POS', 'opinion': 'Beautiful', 'category': 'LOCATION#VIEW'}, {'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'Authentic', 'category': 'HOTEL#EXPERIENCE'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#HOSPITALITY'}]"
it’s uniqueness and art and artefacts as well as all the amenities such as the restaurant and landscaping,"[{'aspect': 'it', 'polarity': 'POS', 'opinion': 'uniqueness', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'amenities', 'polarity': 'POS', 'opinion': 'all', 'category': 'ROOM#AMENITIES'}, {'aspect': 'restaurant', 'polarity': 'POS', 'opinion': 'all', 'category': 'FOOD#GENERAL'}, {'aspect': 'lounge', 'polarity': 'POS', 'opinion': 'all', 'category': 'FACILITY#GENERAL'}]"
"I enjoyed the little cottage I stayed in (the porch was great for relaxing) and spent time at one of the two pools while watching the sunset. The location of the dining room and pool, in relation to my accommodation, was convenient and easy.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'convenient', 'category': 'LOCATION#GENERAL'}, {'aspect': 'dining room', 'polarity': 'POS', 'opinion': 'convenient', 'category': 'ROOM#EXPERIENCE'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'convenient', 'category': 'FACILITY#POOL'}]"
"There was a lot of noise in the morning as the staff was gathering for the day. Due to the style of the little cottage I was in, noise carried very easily. Loud talking/laughing, and moving of gardening equipment were easily heard at 7:00 a.m. The light near the bed did not work and there was only one outlet for charging my electronics. The art museum attached to the resort was a huge draw for me, yet I found out it was only open once a month and for large groups, so it was not possible for me to see it. The rooftop was not finished and was under construction. There was not a lot of information within the room about the resort, which left me with little options other than to go back down to Ubud.","[{'aspect': 'noise', 'polarity': 'NEG', 'opinion': 'lot', 'category': 'ROOM#EXPERIENCE'}, {'aspect': 'light', 'polarity': 'NEG', 'opinion': 'did not work', 'category': 'ROOM#EXPERIENCE'}, {'aspect': 'bed', 'polarity': 'NEG', 'opinion': 'did not work', 'category': 'ROOM#BED'}, {'aspect': 'rooftop', 'polarity': 'NEG', 'opinion': 'not finished', 'category': 'FACILITY#MAINTAIN'}]"
everything was good,"[{'aspect': 'everything', 'polarity': 'POS', 'opinion': 'good', 'category': 'HOTEL#GENERAL'}]"
Amazing location with beautiful views from the pool,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'Amazing', 'category': 'LOCATION#GENERAL'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#VIEW'}]"
"Unhygienic place, bathroom smelled terrible. Seemed like never cleaned/maintained for months.","[{'aspect': 'place', 'polarity': 'NEG', 'opinion': 'Unhygienic', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'bathroom', 'polarity': 'NEG', 'opinion': 'smelled terrible', 'category': 'ROOM#BATHROOM'}]"
Visually stunning! Everywhere you look there was something interesting and artistic to look at. We loved the waterfall that you could walk down to. The food at the restaurant was amazing and we were impressed by the friendly and super helpful service of the staff. There are TWO gorgeous pools with incredible views of the rainforest.,"[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'incredible', 'category': 'LOCATION#VIEW'}, {'aspect': 'food', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'FOOD#TASTE'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#GENERAL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'pools', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'FACILITY#POOL'}]"
"It was a good resort with Infinity Pool and view. Rooms and bathroom were clean and big in size. So overall, worth the money.","[{'aspect': 'resort', 'polarity': 'POS', 'opinion': 'good', 'category': 'HOTEL#GENERAL'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'Infinity', 'category': 'FACILITY#POOL'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'infinity', 'category': 'LOCATION#VIEW'}, {'aspect': 'Rooms', 'polarity': 'POS', 'opinion': 'clean', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'bathroom', 'polarity': 'POS', 'opinion': 'big', 'category': 'ROOM#BATHROOM'}]"
Breakfast options were less.,"[{'aspect': 'Breakfast', 'polarity': 'NEG', 'opinion': 'less', 'category': 'FOOD#CHOICE'}]"
"Everything !!! The team and Management was Amaysing Funny and friendly with lot of advises..the propriety was beautiful with  a great pool !! What a feeling !!! Really enjoy the Arts around with Really good service and restauration/breakfast…also the property is close to ubud center, we will definitely go back…🙏👍","[{'aspect': 'team', 'polarity': 'POS', 'opinion': 'Amaysing Funny', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'Management', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'great', 'category': 'FACILITY#POOL'}, {'aspect': 'feeling', 'polarity': 'POS', 'opinion': 'good', 'category': 'HOTEL#EXPERIENCE'}, {'aspect': 'service', 'polarity': 'POS', 'opinion': 'good', 'category': 'SERVICE#GENERAL'}, {'aspect': 'restaurant', 'polarity': 'POS', 'opinion': 'enjoy', 'category': 'FOOD#GENERAL'}, {'aspect': 'breakfast', 'polarity': 'POS', 'opinion': 'enjoy', 'category': 'FOOD#TASTE'}, {'aspect': 'property', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#CENTRAL_CITY'}]"
"Please don’t go to the waterfall with your tongues !! Very sleepy !!!""","[{'aspect': 'waterfall', 'polarity': 'NEG', 'opinion': 'Don’t go', 'category': 'FACILITY#POOL'}]"
I enjoyed the authentic experience of the Timor Cottage altho it might not be everyone’s preference as the steps to the bathroom needed to be negotiated attentively. Loved the carvings in the doors and wardrobes. Would stay there again if I could be sure to view art collection. Also would have liked more time to do the walk to the river and waterfall. Staff were so very helpful when I needed to access medical clinic and I am deeply grateful.,"[{'aspect': 'experience', 'polarity': 'POS', 'opinion': 'enjoyed', 'category': 'HOTEL#EXPERIENCE'}, {'aspect': 'steps to the bathroom', 'polarity': 'NEG', 'opinion': 'needed to be negotiated attentively', 'category': 'ROOM#BATHROOM'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#HOSPITALITY'}]"
Access to view art collection was not possible on this visit,"[{'aspect': 'view art collection', 'polarity': 'NEG', 'opinion': 'not possible', 'category': 'LOCATION#VIEW'}]"
"Nature and fresh air, clean very spacious room , good for meditation","[{'aspect': 'room', 'polarity': 'POS', 'opinion': 'spacious', 'category': 'ROOM#SPACE'}, {'aspect': 'meditation', 'polarity': 'POS', 'opinion': 'Nature', 'category': 'ROOM#CLEANLINESS'}]"
Far from food stall,"[{'aspect': 'food stall', 'polarity': 'NEG', 'opinion': 'Far', 'category': 'LOCATION#NEARBY_AMENITIES'}]"
"Timor cottage was absolutely beautiful and very comfortable. AC worked well, bathroom was great and clean. Staff were very friendly and helpful, we used the laundry service and it was very quick and good service. Swimming pool was great and we hiked to the waterfall one morning. The area was up a bit of a hill but taxi drivers didn’t mind picking up from there. The surrounding village and rice paddies were stunning.","[{'aspect': 'AC', 'polarity': 'POS', 'opinion': 'worked well', 'category': 'ROOM#AIRCON'}, {'aspect': 'bathroom', 'polarity': 'POS', 'opinion': 'great', 'category': 'ROOM#BATHROOM'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'clean', 'category': 'ROOM#CLEANLINESS'}, {'aspect': 'laundry service', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'Swimming pool', 'polarity': 'POS', 'opinion': 'helpful', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'area', 'polarity': 'NEG', 'opinion': 'quick', 'category': 'SERVICE#GENERAL'}, {'aspect': 'taxi drivers', 'polarity': 'POS', 'opinion': 'great', 'category': 'FACILITY#POOL'}]"
The entire property was very quiet during our stay (this could have been seasonal) with not many other guests. The same went for the on site restaurants. The sky bar closed at 9pm which was a shame! The spa was open by appointment for massages - this was a little unclear.,"[{'aspect': 'property', 'polarity': 'POS', 'opinion': 'quiet', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'on site restaurants', 'polarity': 'NEG', 'opinion': 'closed at 9pm', 'category': 'LOCATION#NEARBY_AMENITIES'}, {'aspect': 'sky bar', 'polarity': 'NEG', 'opinion': 'closed at 9pm', 'category': 'LOCATION#ENTERTAINMENT'}, {'aspect': 'massages', 'polarity': 'NEG', 'opinion': 'was open by appointment', 'category': 'SERVICE#AMENITIES'}]"
I liked the garden and the property was clean. The view was also nice. I can recommend this to someone else to stay here :),"[{'aspect': 'garden', 'polarity': 'POS', 'opinion': 'liked', 'category': 'FACILITY#GENERAL'}, {'aspect': 'property', 'polarity': 'POS', 'opinion': 'clean', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'view', 'polarity': 'POS', 'opinion': 'nice', 'category': 'LOCATION#VIEW'}]"
It’s depends. If you are a family the location not the best because too far from everything by walking. Otherwise you should rent a car or a driver. If you are a couple definitely need a motorcycle which is normal.,"[{'aspect': 'location', 'polarity': 'NEG', 'opinion': 'not the best', 'category': 'LOCATION#GENERAL'}, {'aspect': 'motorcycle', 'polarity': 'NEU', 'opinion': 'normal', 'category': 'SERVICE#ASSISTANCE'}]"
"The rooms, the whole property, the staf","[{'aspect': 'rooms', 'polarity': 'POS', 'opinion': 'the whole property', 'category': 'ROOM#GENERAL'}, {'aspect': 'staf', 'polarity': 'POS', 'opinion': 'staf', 'category': 'ROOM#GENERAL'}]"
Bit far from town,"[{'aspect': 'town', 'polarity': 'NEG', 'opinion': 'far from town', 'category': 'LOCATION#GENERAL'}, {'aspect': 'town', 'polarity': 'NEG', 'opinion': 'Bit far', 'category': 'LOCATION#GENERAL'}]"
The location and property is very beautiful.,"[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}, {'aspect': 'property', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#AMBIENCE'}]"
"We were not notified prior to arrival that several facilities (main restaurant, cafe, bar were closed for either renovation or no reason at all. Disappointing as I think it would be an amazing place to stay with everything operational.","[{'aspect': 'facilities', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FACILITY#MAINTAIN'}, {'aspect': 'main restaurant', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FOOD#GENERAL'}, {'aspect': 'cafe', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FOOD#GENERAL'}, {'aspect': 'bar', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FOOD#GENERAL'}]"
"I thoroughly enjoyed the tranquility of the area which greatly contributed to a relaxing experience. It felt like Boeing in m middel of the forrest. The pool was lovely, and the cabin impressed me with its spacious layout, including its own private location nesr the pool. The overall appearance of the hotel was also very appealing. Additionally, the surroundings of the hotel were quite pleasant.","[{'aspect': 'area', 'polarity': 'POS', 'opinion': 'quietity', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'experience', 'polarity': 'POS', 'opinion': 'relaxing', 'category': 'HOTEL#EXPERIENCE'}, {'aspect': 'pool', 'polarity': 'POS', 'opinion': 'lovely', 'category': 'FACILITY#POOL'}, {'aspect': 'cabin', 'polarity': 'POS', 'opinion': 'impressed', 'category': 'ROOM#SPACE'}, {'aspect': 'design', 'polarity': 'POS', 'opinion': 'spacious', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'look', 'polarity': 'POS', 'opinion': 'appealing', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'environments', 'polarity': 'POS', 'opinion': 'pleasant', 'category': 'LOCATION#GENERAL'}]"
"I found the restaurant's food and beverage pricing to be quite high. Given the quality and service, it might be worthwhile to reassess your pricing strategy. The breakfast was adequate at first, but I noticed a lack of variety over several days. Adding more options could greatly improve the morning experience for guests. Although there were many mosquitoes in the cabin, the staff did provide covers and mosquito coils, which helped. However, making the cabins less open could further prevent mosquitoes from entering so easily. Regarding the location, although it was a bit far from the center, traveling by scooter was convenient and the route was scenic, enhancing the overall experience.","[{'aspect': 'breakfast', 'polarity': 'NEU', 'opinion': 'adequate', 'category': 'FOOD#TASTE'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'lack of variety', 'category': 'FOOD#CHOICE'}, {'aspect': 'location', 'polarity': 'NEG', 'opinion': 'far from the center', 'category': 'LOCATION#GENERAL'}, {'aspect': 'spotlight', 'polarity': 'POS', 'opinion': 'convenient', 'category': 'ROOM#AMBIENCE'}]"
Clean and calm  . Friendly stuff,"[{'aspect': 'stuff', 'polarity': 'POS', 'opinion': 'Friendly', 'category': 'HOTEL#EXPERIENCE'}]"
The breakfast was not okay no many foods to choose,"[{'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'not okay', 'category': 'FOOD#TASTE'}, {'aspect': 'foods', 'polarity': 'NEG', 'opinion': 'no many', 'category': 'FOOD#CHOICE'}]"
Place didn't feel inviting. Place is too dark at night with very few lights. Water pressure in the bathroom was bad with no hot water in our room.,"[{'aspect': 'Place', 'polarity': 'NEG', 'opinion': ""didn't feel inviting"", 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'lights', 'polarity': 'NEG', 'opinion': 'less', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'Water pressure', 'polarity': 'NEG', 'opinion': 'bad', 'category': 'ROOM#BATHROOM'}, {'aspect': 'room', 'polarity': 'NEG', 'opinion': 'no hot water', 'category': 'ROOM#BATHROOM'}]"
"It is an iconic location out from Ubud, facing a forest at the heart of the local community. Local home-front shops provide stuff for a bare living—a loving community surrounded by many paddy fields.
Tropical weather unveiled the beauty of the forest, river, and the fall.
Got to be in one of the villas.","[{'aspect': 'location', 'polarity': 'POS', 'opinion': 'incognito', 'category': 'LOCATION#GENERAL'}, {'aspect': 'home-front shops', 'polarity': 'POS', 'opinion': 'provide stuff', 'category': 'LOCATION#NEARBY_AMENITIES'}, {'aspect': 'paddy fields', 'polarity': 'POS', 'opinion': 'surrounded', 'category': 'LOCATION#NEARBY_AMENITIES'}, {'aspect': 'territory', 'polarity': 'POS', 'opinion': 'unveiled the beauty', 'category': 'LOCATION#GENERAL'}]"
A handrail on the stairs to the waterfall would open the walk for all ages.,"[{'aspect': 'walk', 'polarity': 'POS', 'opinion': 'open', 'category': 'LOCATION#GENERAL'}, {'aspect': 'handrail', 'polarity': 'POS', 'opinion': 'open', 'category': 'FACILITY#GENERAL'}]"
Pools were nice and the houses were cute and cozy,"[{'aspect': 'Pools', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#POOL'}, {'aspect': 'houses', 'polarity': 'POS', 'opinion': 'cute', 'category': 'HOTEL#AMBIENCE'}]"
The breakfast was a bit limited. you had a few menu options and they were not able to add things for your diet.,"[{'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'FOOD#CHOICE'}, {'aspect': 'menu options', 'polarity': 'NEG', 'opinion': 'not able to add things for your diet', 'category': 'FOOD#CHOICE'}, {'aspect': 'breakfast', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'FOOD#CHOICE'}]"
"Very beautiful resort like hotel. Different restaurants, pools, own waterfall and river. Very kind and helpful personnel.","[{'aspect': 'resort', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'hotel', 'polarity': 'POS', 'opinion': 'like', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'restaurants', 'polarity': 'POS', 'opinion': 'Diverse', 'category': 'LOCATION#NEARBY_AMENITIES'}, {'aspect': 'pools', 'polarity': 'POS', 'opinion': 'Diverse', 'category': 'FACILITY#POOL'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'kind', 'category': 'SERVICE#HOSPITALITY'}]"
The airconditioning and fridge are a bit loud. And we had no warm water. For a hotel of this level I would have liked to see this better. It was not a major problem for us.,"[{'aspect': 'airconditioning', 'polarity': 'NEG', 'opinion': 'loud', 'category': 'ROOM#AIRCON'}, {'aspect': 'fridge', 'polarity': 'NEG', 'opinion': 'loud', 'category': 'ROOM#AIRCON'}, {'aspect': 'water', 'polarity': 'NEG', 'opinion': 'no warm', 'category': 'ROOM#BATHROOM'}, {'aspect': 'hotel', 'polarity': 'NEU', 'opinion': 'not a major problem', 'category': 'HOTEL#GENERAL'}]"
Needs an elevator. Room 8 is up 40 steps,"[{'aspect': 'elevator', 'polarity': 'NEG', 'opinion': 'Needs', 'category': 'FACILITY#GENERAL'}]"
"Clean place, very polite and nice staff","[{'aspect': 'place', 'polarity': 'POS', 'opinion': 'Clean', 'category': 'HOTEL#CLEANLINESS'}, {'aspect': 'staff', 'polarity': 'POS', 'opinion': 'nice', 'category': 'SERVICE#HOSPITALITY'}]"
Good value for money,"[{'aspect': 'value', 'polarity': 'POS', 'opinion': 'Good', 'category': 'HOTEL#PRICE'}, {'aspect': 'money', 'polarity': 'POS', 'opinion': 'Good', 'category': 'HOTEL#PRICE'}]"
Restaurant for lunch/dinner had great food. Fantastic views of the canopy. Staff friendly and helpful.,"[{'aspect': 'food', 'polarity': 'POS', 'opinion': 'great', 'category': 'FOOD#TASTE'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'Fantastic', 'category': 'LOCATION#VIEW'}, {'aspect': 'Staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}]"
Dated decor and finishings,"[{'aspect': 'decor', 'polarity': 'NEG', 'opinion': 'Dated', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'finishings', 'polarity': 'NEG', 'opinion': 'Dated', 'category': 'HOTEL#AMBIENCE'}]"
Lovely friendly staff and a beautiful location in the hills surrounded by forests.,"[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'friendly', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'LOCATION#GENERAL'}]"
"It was a bit further away from the centre of town than we thought but only a short taxi ride, less than 10 minutes.","[{'aspect': 'centre of town', 'polarity': 'NEG', 'opinion': 'bit further away', 'category': 'LOCATION#CENTRAL_CITY'}, {'aspect': 'taxi ride', 'polarity': 'POS', 'opinion': 'short', 'category': 'SERVICE#ASSISTANCE'}]"
Unique concept and amazing views and location,"[{'aspect': 'concept', 'polarity': 'POS', 'opinion': 'Unique', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'views', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'LOCATION#VIEW'}, {'aspect': 'location', 'polarity': 'POS', 'opinion': 'amazing', 'category': 'LOCATION#GENERAL'}]"
Very inflexible rules and management and staff not so warm compared to other experiences in Bali. Food was quite average and small portion size. Mains served in entree plates and nothing special about the food offered.,"[{'aspect': 'rules', 'polarity': 'NEG', 'opinion': 'inflexible', 'category': 'HOTEL#GENERAL'}, {'aspect': 'management', 'polarity': 'NEG', 'opinion': 'inflexible', 'category': 'SERVICE#GENERAL'}, {'aspect': 'staff', 'polarity': 'NEG', 'opinion': 'not so warm', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'Food', 'polarity': 'NEU', 'opinion': 'average', 'category': 'FOOD#TASTE'}]"
The waterfall (accessible from inside the resort).,"[{'aspect': 'waterfall', 'polarity': 'POS', 'opinion': 'accessible from inside the resort', 'category': 'FACILITY#POOL'}]"
The view for breakfast.,"[{'aspect': 'breakfast', 'polarity': 'NEU', 'opinion': 'view', 'category': 'FOOD#TASTE'}]"
The view of the big swimming pool.,"[{'aspect': 'view', 'polarity': 'POS', 'opinion': 'big swimming pool', 'category': 'LOCATION#VIEW'}]"
Nestled in a peaceful village with beautiful traditional houses.,"[{'aspect': 'traditional houses', 'polarity': 'POS', 'opinion': 'beautiful', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'Kuwait', 'polarity': 'POS', 'opinion': 'peaceful', 'category': 'LOCATION#ATTRACTIONS'}]"
"Night vibes at the resort are a bit gloomy – those yellow dim lights, abstract painting (hung inside the room) and the  yellow hue of the room wall give off some spooky feels. 
The restaurant menu: not many choices, not too tasty, and a bit on the pricey side compared to other spots in Ubud town.
The pool had cigarette butts and some unknow things inside the pool (though the staff cleaned them up after I showed them, but the cleanliness game wasn't really on point.","[{'aspect': 'vibes', 'polarity': 'NEG', 'opinion': 'gloomy', 'category': 'HOTEL#AMBIENCE'}, {'aspect': 'lights', 'polarity': 'NEG', 'opinion': 'dark', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'painting', 'polarity': 'NEG', 'opinion': 'dark', 'category': 'ROOM#AMBIENCE'}, {'aspect': 'restaurant menu', 'polarity': 'NEG', 'opinion': 'not many choices', 'category': 'FOOD#CHOICE'}, {'aspect': 'pool', 'polarity': 'NEG', 'opinion': 'pricey', 'category': 'FOOD#TASTE'}]"
"DONT DOUBT!! BOOK THIS RESORT!
Its so beautiful! The staff are chef kiss! I enjoyed it so much i booked another night on my last day! 10 stars for this hotel!","[{'aspect': 'staff', 'polarity': 'POS', 'opinion': 'Chef kiss', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'hotel', 'polarity': 'POS', 'opinion': '10 stars', 'category': 'HOTEL#GENERAL'}]"
We went there on our honeymoon and the room was decorated lovely but that's where it ended.,"[{'aspect': 'room', 'polarity': 'POS', 'opinion': 'decorated lovely', 'category': 'ROOM#AMBIENCE'}]"
The views were great and the big pool area was nice,"[{'aspect': 'views', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#VIEW'}, {'aspect': 'big pool area', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#POOL'}]"
The views were great and the big pool area was nice the little pool was murkey waker.,"[{'aspect': 'views', 'polarity': 'POS', 'opinion': 'great', 'category': 'LOCATION#VIEW'}, {'aspect': 'big pool area', 'polarity': 'POS', 'opinion': 'nice', 'category': 'FACILITY#POOL'}, {'aspect': 'little pool', 'polarity': 'NEG', 'opinion': 'murkey waker', 'category': 'FACILITY#POOL'}]"
The food well was cold and chicken was deep fried to a dryness and not what we ordered.,"[{'aspect': 'food well', 'polarity': 'NEG', 'opinion': 'cold', 'category': 'FOOD#TASTE'}, {'aspect': 'chicken', 'polarity': 'NEG', 'opinion': 'deep fried to a dryness', 'category': 'FOOD#TASTE'}]"
They had cocktails on their menu but no staff to make so the bar was limited but the sky bar was closed.,"[{'aspect': 'cocktails', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'FOOD#CHOICE'}, {'aspect': 'staff', 'polarity': 'NEG', 'opinion': 'no', 'category': 'SERVICE#HOSPITALITY'}, {'aspect': 'bar', 'polarity': 'NEG', 'opinion': 'limited', 'category': 'FACILITY#GENERAL'}, {'aspect': 'sky bar', 'polarity': 'NEG', 'opinion': 'closed', 'category': 'FACILITY#GENERAL'}]"
reasons were covid but not good enough.,"[{'aspect': 'reasons', 'polarity': 'NEG', 'opinion': 'covid', 'category': 'SERVICE#GENERAL'}, {'aspect': 'reason', 'polarity': 'NEG', 'opinion': 'not good enough', 'category': 'SERVICE#GENERAL'}]"
