text,real_labels,predicted_labels
The rooms are well - equipped and in good shape despite recovering after the pandemic .,"[{""aspect"": ""rooms"", ""opinion"": ""well - equipped"", ""polarity"": ""POS"", ""category"": ""ROOM#AMENITIES""}, {""aspect"": ""rooms"", ""opinion"": ""in good shape"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""rooms"", ""polarity"": ""POS"", ""opinion"": ""well - equipped"", ""category"": ""ROOM#AMENITIES""}]"
"Great service , friendly staff , good food , nice spa , highly recommended .","[{""aspect"": ""service"", ""opinion"": ""Great"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""food"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""spa"", ""opinion"": ""nice"", ""polarity"": ""POS"", ""category"": ""FACILITY#GENERAL""}]","[{""aspect"": ""service"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""food"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""spa"", ""polarity"": ""POS"", ""opinion"": ""nice"", ""category"": ""FACILITY#GENERAL""}]"
"Perfect caring staff ! Great jungle views from the room , restaurant and from the pool Tasty breakfasts , the restaurant is top ! Massage is something you should try here : ) Everything in Ubud is near even buy foot , we only took a bike for 4 days here .","[{""aspect"": ""staff"", ""opinion"": ""caring"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""views"", ""opinion"": ""Great"", ""polarity"": ""POS"", ""category"": ""ROOM#VIEW""}, {""aspect"": ""restaurant"", ""opinion"": ""views"", ""polarity"": ""POS"", ""category"": ""LOCATION#VIEW""}, {""aspect"": ""pool"", ""opinion"": ""views"", ""polarity"": ""POS"", ""category"": ""LOCATION#VIEW""}, {""aspect"": ""breakfasts"", ""opinion"": ""Tasty"", ""polarity"": ""POS"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""Massage"", ""opinion"": ""should try"", ""polarity"": ""POS"", ""category"": ""FACILITY#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""caring"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""views"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""LOCATION#VIEW""}, {""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""ROOM#VIEW""}, {""aspect"": ""restaurant"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""LOCATION#VIEW""}, {""aspect"": ""pool"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""LOCATION#VIEW""}, {""aspect"": ""breakfasts"", ""polarity"": ""POS"", ""opinion"": ""Tasty"", ""category"": ""FOOD#TASTE""}, {""aspect"": ""Mossage"", ""polarity"": ""POS"", ""opinion"": ""should try"", ""category"": ""SERVICE#GENERAL""}]"
Everything was great except the limited motorbike parking .,"[{""aspect"": ""parking"", ""opinion"": ""limited"", ""polarity"": ""NEG"", ""category"": ""FACILITY#GENERAL""}]","[{""aspect"": ""Motorbike parking"", ""polarity"": ""NEG"", ""opinion"": ""limited"", ""category"": ""FACILITY#GENERAL""}]"
The rooms are nice ; simple yet very functional with lots of bag space .,"[{""aspect"": ""rooms"", ""opinion"": ""nice"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""rooms"", ""opinion"": ""simple"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""rooms"", ""opinion"": ""functional"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""rooms"", ""polarity"": ""POS"", ""opinion"": ""nice"", ""category"": ""ROOM#GENERAL""}]"
Staff are very friendly and helpful .,"[{""aspect"": ""Staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""Staff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""Staff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}]"
Very cheap price for a decent room .,"[{""aspect"": ""price"", ""opinion"": ""Very"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""room"", ""opinion"": ""decent"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""cheap"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""decent"", ""category"": ""ROOM#GENERAL""}]"
The staff were also very helpful and nice .,"[{""aspect"": ""staff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staff"", ""opinion"": ""nice"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""helpful"", ""category"": ""SERVICE#GENERAL""}]"
The rooms were decent and fitted for its price .,"[{""aspect"": ""rooms"", ""opinion"": ""decent"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""rooms"", ""opinion"": ""fitted"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""rooms"", ""polarity"": ""POS"", ""opinion"": ""decent"", ""category"": ""ROOM#GENERAL""}]"
"However , the twin bedded rooms only have limited ventilation , so it feels humid .","[{""aspect"": ""ventilation"", ""opinion"": ""limited"", ""polarity"": ""NEG"", ""category"": ""FACILITY#GENERAL""}, {""aspect"": ""rooms"", ""opinion"": ""humid"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""ventilation"", ""polarity"": ""NEG"", ""opinion"": ""limited"", ""category"": ""ROOM#AIRCON""}]"
Small room but comfy and clean .,"[{""aspect"": ""room"", ""opinion"": ""Small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""room"", ""opinion"": ""comfy"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""Small"", ""category"": ""ROOM#SPACE""}]"
There ' s problem with bathroom smell but they fix it really fast The crews really attentive and immidiately responded when ask to help or fix .,"[{""aspect"": ""bathroom"", ""opinion"": ""smell"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""crews"", ""opinion"": ""attentive"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""bathroom"", ""polarity"": ""NEG"", ""opinion"": ""smell"", ""category"": ""ROOM#BATHROOM""}, {""aspect"": ""crews"", ""polarity"": ""POS"", ""opinion"": ""attentive"", ""category"": ""SERVICE#GENERAL""}]"
Friendly staff .,"[{""aspect"": ""staff"", ""opinion"": ""Friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""Friendly"", ""category"": ""SERVICE#GENERAL""}]"
The room was small but clean and organised .,"[{""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""organised"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Overall a good stay - it did the job .,"[{""aspect"": ""stay"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""stay"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
"walking distance to the beach , and the room is small but the air conditioner was freezing ! Deby , Ratna and April at the reception were so friendly and helpful .","[{""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""air conditioner"", ""opinion"": ""freezing"", ""polarity"": ""NEG"", ""category"": ""ROOM#AIRCON""}, {""aspect"": ""reception"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""reception"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""air conditioner"", ""polarity"": ""NEG"", ""opinion"": ""freezing"", ""category"": ""ROOM#AIRCON""}, {""aspect"": ""reception"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}]"
"I love the clean room , friendly staff and excellent service .","[{""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""service"", ""opinion"": ""excellent"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""service"", ""polarity"": ""POS"", ""opinion"": ""excellent"", ""category"": ""SERVICE#GENERAL""}]"
They have a lot of discount due this pandemic .,"[{""aspect"": ""discount"", ""opinion"": ""lot"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""discount"", ""polarity"": ""POS"", ""opinion"": ""lot"", ""category"": ""HOTEL#PRICE""}]"
"Of course don ' t forget to try their spa , so relaxing .","[{""aspect"": ""spa"", ""opinion"": ""relaxing"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""spa"", ""polarity"": ""POS"", ""opinion"": ""relaxing"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
"Enjoyed my stay , especially the front desk ladies Ani and Nelih .","[{""aspect"": ""stay"", ""opinion"": ""Enjoyed"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""stay"", ""polarity"": ""POS"", ""opinion"": ""Enjoyed"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
"The location is excellent , close enough to walk to the beach .","[{""aspect"": ""location"", ""opinion"": ""excellent"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""excellent"", ""category"": ""LOCATION#GENERAL""}]"
"The room is small , but enough for my needs , didn ' t spend a lot of time in the room .","[{""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Budget hotel with extraordinary services .,"[{""aspect"": ""hotel"", ""opinion"": ""Budget"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""Budget"", ""category"": ""HOTEL#PRICE""}]"
This was already our 3rd time we stay in the hotel .,"[{""aspect"": ""hotel"", ""opinion"": ""stay"", ""polarity"": ""NEU"", ""category"": ""HOTEL#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""NEU"", ""opinion"": ""stay"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
"Close to everything , the rooms are fine and a good price .","[{""aspect"": ""rooms"", ""opinion"": ""fine"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""price"", ""opinion"": ""good"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""rooms"", ""polarity"": ""NEU"", ""opinion"": ""fine"", ""category"": ""ROOM#GENERAL""}, {""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""good"", ""category"": ""HOTEL#PRICE""}]"
"kinda cheap and worth to price hotels , no worries about the facilities , everything works properly .","[{""aspect"": ""hotels"", ""opinion"": ""cheap"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""hotels"", ""opinion"": ""worth"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""facilities"", ""opinion"": ""no worries"", ""polarity"": ""POS"", ""category"": ""FACILITY#GENERAL""}, {""aspect"": ""facilities"", ""opinion"": ""works properly"", ""polarity"": ""POS"", ""category"": ""FACILITY#GENERAL""}]","[{""aspect"": ""hotels"", ""polarity"": ""POS"", ""opinion"": ""cheap"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""facilities"", ""polarity"": ""POS"", ""opinion"": ""worth"", ""category"": ""HOTEL#PRICE""}]"
"This modern , compact hotel has nearly all white interior / exterior with some timber & stone design .","[{""aspect"": ""hotel"", ""opinion"": ""modern"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""modern"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Rooms with mounted flat screen cable TV .,"[{""aspect"": ""TV"", ""opinion"": ""with"", ""polarity"": ""POS"", ""category"": ""ROOM#AMENITIES""}]","[{""aspect"": ""TV"", ""polarity"": ""POS"", ""opinion"": ""with"", ""category"": ""ROOM#AMENITIES""}]"
Half price of traditional hotels .,"[{""aspect"": ""price"", ""opinion"": ""Half"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""Half"", ""category"": ""HOTEL#PRICE""}]"
Helpful staff .,"[{""aspect"": ""staff"", ""opinion"": ""Helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""Helpful"", ""category"": ""SERVICE#GENERAL""}]"
i got the room on the lower ground floor .,"[{""aspect"": ""room"", ""opinion"": ""got"", ""polarity"": ""NEU"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""got"", ""category"": ""ROOM#GENERAL""}]"
helpful and friendly staff .,"[{""aspect"": ""staff"", ""opinion"": ""helpful"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""helpful"", ""category"": ""SERVICE#GENERAL""}]"
room is clean and spacious .,"[{""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""spacious"", ""polarity"": ""POS"", ""category"": ""ROOM#SPACE""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}]"
free wifi and fast though ( telkomsel ) network was non - existent .,"[{""aspect"": ""wifi"", ""opinion"": ""free"", ""polarity"": ""POS"", ""category"": ""FACILITY#WIFI""}, {""aspect"": ""wifi"", ""opinion"": ""fast"", ""polarity"": ""POS"", ""category"": ""FACILITY#WIFI""}]","[{""aspect"": ""wifi"", ""polarity"": ""POS"", ""opinion"": ""free"", ""category"": ""FACILITY#WIFI""}]"
no free breakfast but hotel has restaurant where you can dine .,"[{""aspect"": ""breakfast"", ""opinion"": ""no free"", ""polarity"": ""NEG"", ""category"": ""FOOD#GENERAL""}, {""aspect"": ""restaurant"", ""opinion"": ""has"", ""polarity"": ""NEU"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]","[{""aspect"": ""breakfast"", ""polarity"": ""NEG"", ""opinion"": ""no free"", ""category"": ""FOOD#GENERAL""}, {""aspect"": ""restaurant"", ""polarity"": ""POS"", ""opinion"": ""has"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]"
"Stayed there for 4 nights with a friend , room is small but it has everything you need because you won ' t stay in your room all day long .","[{""aspect"": ""room"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""room"", ""opinion"": ""has everything"", ""polarity"": ""POS"", ""category"": ""ROOM#AMENITIES""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
"It is clean , nicely decorated , and the price is just amazing .","[{""aspect"": ""price"", ""opinion"": ""amazing"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""amazing"", ""category"": ""HOTEL#PRICE""}]"
We loved this hotel .,"[{""aspect"": ""hotel"", ""opinion"": ""loved"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""loved"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
It had a tv with 60 channel and air conditioning for 33 aussie dollars a night .,"[{""aspect"": ""tv"", ""opinion"": ""had"", ""polarity"": ""NEU"", ""category"": ""ROOM#AMENITIES""}]","[{""aspect"": ""tv"", ""polarity"": ""NEU"", ""opinion"": ""had"", ""category"": ""ROOM#AMENITIES""}]"
"This place is new , v clean and a great value for service and rooms .","[{""aspect"": ""place"", ""opinion"": ""new"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""place"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""value"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""service"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""rooms"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""ROOM#GENERAL""}]","[{""aspect"": ""place"", ""polarity"": ""POS"", ""opinion"": ""new"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""value"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""service"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""rooms"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""SERVICE#GENERAL""}]"
"They have a pool , spa and friendly staff .","[{""aspect"": ""pool"", ""opinion"": ""have"", ""polarity"": ""NEU"", ""category"": ""FACILITY#POOL""}, {""aspect"": ""spa"", ""opinion"": ""have"", ""polarity"": ""NEU"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""staff"", ""opinion"": ""friendly"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""pool"", ""polarity"": ""NEU"", ""opinion"": ""have"", ""category"": ""FACILITY#POOL""}, {""aspect"": ""spa"", ""polarity"": ""NEU"", ""opinion"": ""have"", ""category"": ""SERVICE#GENERAL""}, {""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""friendly"", ""category"": ""SERVICE#GENERAL""}]"
It ' s in a great location just 2 minutes from the beach .,"[{""aspect"": ""location"", ""opinion"": ""great"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""great"", ""category"": ""LOCATION#GENERAL""}]"
The place is nice and the staff is welcoming .,"[{""aspect"": ""place"", ""opinion"": ""nice"", ""polarity"": ""POS"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""staff"", ""opinion"": ""welcoming"", ""polarity"": ""POS"", ""category"": ""SERVICE#GENERAL""}]","[{""aspect"": ""place"", ""polarity"": ""POS"", ""opinion"": ""nice"", ""category"": ""HOTEL#GENERAL""}, {""aspect"": ""staff"", ""polarity"": ""POS"", ""opinion"": ""welcoming"", ""category"": ""SERVICE#GENERAL""}]"
The room clean and neat .,"[{""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""neat"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}]"
But the hot water is not working .,"[{""aspect"": ""hot water"", ""opinion"": ""not working"", ""polarity"": ""NEG"", ""category"": ""ROOM#BATHROOM""}]","[{""aspect"": ""hot water"", ""polarity"": ""NEG"", ""opinion"": ""not working"", ""category"": ""ROOM#BATHROOM""}]"
double six beach is nearby .,"[{""aspect"": ""beach"", ""opinion"": ""nearby"", ""polarity"": ""POS"", ""category"": ""LOCATION#NEARBY_AMENITIES""}]","[{""aspect"": ""beach"", ""polarity"": ""POS"", ""opinion"": ""nearby"", ""category"": ""LOCATION#ATTRACTIONS""}]"
"we stayed on 3rd floor , room is pretty clean but the shortage was only we still could hear the noise from outside our room .","[{""aspect"": ""room"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""noise"", ""polarity"": ""NEG"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""room"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""ROOM#CLEANLINESS""}]"
Wifi connection is poor .,"[{""aspect"": ""Wifi"", ""opinion"": ""poor"", ""polarity"": ""NEG"", ""category"": ""FACILITY#WIFI""}]","[{""aspect"": ""Wifi connection"", ""polarity"": ""NEG"", ""opinion"": ""poor"", ""category"": ""FACILITY#WIFI""}]"
but nice hotel for budget traveller .,"[{""aspect"": ""budget"", ""opinion"": ""nice"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""budget traveller"", ""polarity"": ""POS"", ""opinion"": ""nice"", ""category"": ""HOTEL#PRICE""}]"
We moved to this Hotel because its closer to the Double Six Beach .,"[{""aspect"": ""Hotel"", ""opinion"": ""moved"", ""polarity"": ""NEU"", ""category"": ""LOCATION#GENERAL""}, {""aspect"": ""Beach"", ""opinion"": ""closer"", ""polarity"": ""POS"", ""category"": ""LOCATION#VIEW""}]","[{""aspect"": ""Hotel"", ""polarity"": ""NEU"", ""opinion"": ""moved"", ""category"": ""HOTEL#GENERAL""}]"
"The room smelled very musty , it was unclean and dirty .","[{""aspect"": ""room"", ""opinion"": ""smelled"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""unclean"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}, {""aspect"": ""room"", ""opinion"": ""dirty"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""smelled"", ""category"": ""ROOM#CLEANLINESS""}]"
"My duvet cover had some brown undefined stains , it looked like fecal .","[{""aspect"": ""duvet cover"", ""opinion"": ""stains"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""duvet cover"", ""polarity"": ""NEG"", ""opinion"": ""stains"", ""category"": ""ROOM#CLEANLINESS""}]"
"The wifi was appalling , the pool area was completely inadequate , without any loungers or even any space for lounging for that matter .","[{""aspect"": ""wifi"", ""opinion"": ""appalling"", ""polarity"": ""NEG"", ""category"": ""FACILITY#WIFI""}, {""aspect"": ""pool area"", ""opinion"": ""inadequate"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""wifi"", ""polarity"": ""NEG"", ""opinion"": ""appalling"", ""category"": ""FACILITY#WIFI""}, {""aspect"": ""pool area"", ""polarity"": ""NEG"", ""opinion"": ""inadequate"", ""category"": ""FACILITY#POOL""}]"
"The room had a distinct smell of drains , and was smaller than your average boat cabin .","[{""aspect"": ""room"", ""opinion"": ""smell"", ""polarity"": ""NEG"", ""category"": ""ROOM#CLEANLINESS""}]","[{""aspect"": ""room"", ""polarity"": ""NEG"", ""opinion"": ""smell"", ""category"": ""ROOM#CLEANLINESS""}]"
"This hotel was clean and had a fantastic price ! Perfect for the solo traveler as the rooms are small , but for the price it can ' t be beat ! The spa was terrific as well ! I would stay there again ! Located close enough to walk to beach and all the shopping and local restaurants .","[{""aspect"": ""hotel"", ""opinion"": ""clean"", ""polarity"": ""POS"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""price"", ""opinion"": ""fantastic"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""rooms"", ""opinion"": ""small"", ""polarity"": ""NEG"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""price"", ""opinion"": ""can ' t be beat"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""spa"", ""opinion"": ""terrific"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}, {""aspect"": ""Located"", ""opinion"": ""close"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""hotel"", ""polarity"": ""POS"", ""opinion"": ""clean"", ""category"": ""HOTEL#CLEANLINESS""}, {""aspect"": ""price"", ""polarity"": ""POS"", ""opinion"": ""fantastic"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""rooms"", ""polarity"": ""NEG"", ""opinion"": ""small"", ""category"": ""ROOM#SPACE""}, {""aspect"": ""spa"", ""polarity"": ""POS"", ""opinion"": ""can't be beat"", ""category"": ""HOTEL#PRICE""}, {""aspect"": ""Located"", ""polarity"": ""POS"", ""opinion"": ""terrific"", ""category"": ""SERVICE#GENERAL""}]"
Great value .,"[{""aspect"": ""value"", ""opinion"": ""Great"", ""polarity"": ""POS"", ""category"": ""HOTEL#PRICE""}]","[{""aspect"": ""value"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""HOTEL#PRICE""}]"
Great location .,"[{""aspect"": ""location"", ""opinion"": ""Great"", ""polarity"": ""POS"", ""category"": ""LOCATION#GENERAL""}]","[{""aspect"": ""location"", ""polarity"": ""POS"", ""opinion"": ""Great"", ""category"": ""LOCATION#GENERAL""}]"
Modern decor .,"[{""aspect"": ""decor"", ""opinion"": ""Modern"", ""polarity"": ""POS"", ""category"": ""EXPERIENCE,AMBIENCE""}]","[{""aspect"": ""decor"", ""polarity"": ""POS"", ""opinion"": ""Modern"", ""category"": ""EXPERIENCE,AMBIENCE""}]"
Major let down is no pool to swim in .,"[{""aspect"": ""pool"", ""opinion"": ""no"", ""polarity"": ""NEG"", ""category"": ""FACILITY#POOL""}]","[{""aspect"": ""pool"", ""polarity"": ""NEG"", ""opinion"": ""no"", ""category"": ""FACILITY#POOL""}]"
